City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,murun-kuren,49.6342,100.1625,12.88,90,39,0.59,MN,1722111935
369,lebu,-37.6167,-73.65,9.39,63,100,8.15,CL,1722111935
370,codajas,-3.8367,-62.0569,35.09,34,65,2.28,BR,1722111936
371,olinda,-8.0089,-34.8553,26.85,74,40,5.66,BR,1722111913
372,al 'amarah,31.8406,47.1396,38.04,17,0,7.95,IQ,1722111936
373,maragogi,-9.0122,-35.2225,24.14,78,84,3.6,BR,1722111936
374,tara,56.8944,74.371,14.29,93,0,3.43,RU,1722111936
375,glace bay,46.1969,-59.957,23.21,73,75,4.12,CA,1722111708
376,mata-utu,-13.2816,-176.1745,26.12,64,61,8.57,WF,1722111937
377,sambava,-14.2667,50.1667,22.68,84,91,4.41,MG,1722111937
378,bozova,37.3625,38.5267,27.51,27,0,6.17,TR,1722111938
379,gadzhiyevo,69.2551,33.3362,18.26,68,9,4.84,RU,1722111938
380,labrador city,52.9463,-66.9114,23.95,41,75,9.26,CA,1722111938
381,yatou,37.15,122.3833,25.14,93,100,9.19,CN,1722111938
382,kievka,50.2619,71.5514,21.92,37,100,6.41,KZ,1722111938
383,bukoba,-1.3317,31.8122,22.44,58,66,1.74,TZ,1722111939
384,aitape,-3.1374,142.3475,23.95,86,99,1.44,PG,1722111939
385,farah,32.5,62.5,33.13,14,4,0.74,AF,1722111939
386,haiku-pauwela,20.9219,-156.3051,27.32,79,40,8.23,US,1722111940
387,khash,28.2211,61.2158,31.05,18,100,2.13,IR,1722111940
388,ayacucho,-13.1583,-74.2239,23.92,25,40,2.57,PE,1722111940
389,rockport,28.0206,-97.0544,30.02,77,20,6.69,US,1722111824
390,malkapur,20.8833,76.2,24.19,96,100,4.25,IN,1722111941
391,uvarovo,51.9849,42.2615,16.87,55,0,2.83,RU,1722111941
392,bantogon,6.5333,124.0333,25.94,78,100,1.84,PH,1722111941
393,dudinka,69.4058,86.1778,12.13,87,8,2.9,RU,1722111941
394,alotau,-10.3069,150.4462,21.06,94,81,1.84,PG,1722111942
395,brookings,44.3114,-96.7984,31.0,60,0,8.75,US,1722111685
396,bemidji,47.4736,-94.8803,28.92,68,40,5.66,US,1722111942
397,khorugh,37.4897,71.553,18.59,43,0,2.2,TJ,1722111942
398,tolanaro,-25.0319,46.9987,21.04,83,20,7.2,MG,1722111943
399,beya,53.0533,90.9139,18.07,90,85,2.75,RU,1722111943
400,erenhot,43.6475,111.9767,24.19,48,58,0.61,CN,1722111943
401,chimore,-16.9833,-65.1333,33.13,35,62,1.95,BO,1722111943
402,cruzilia,-21.8386,-44.8083,20.59,38,99,1.16,BR,1722111944
403,alpine,32.835,-116.7664,30.83,45,0,3.6,US,1722111944
404,mareeba,-17.0,145.4333,18.4,96,87,1.07,AU,1722111945
405,uruana,-15.4981,-49.6875,31.35,19,0,0.24,BR,1722111946
406,imperatriz,-5.5264,-47.4917,34.03,43,20,3.6,BR,1722111946
407,vadso,70.0744,29.7487,21.49,82,100,3.6,NO,1722111946
408,acajutla,13.5928,-89.8275,29.65,75,42,3.65,SV,1722111947
409,beyneu,45.3167,55.2,25.51,28,81,5.02,KZ,1722111947
410,la gi,10.6667,107.7833,25.3,91,100,3.48,VN,1722111947
411,sola,-13.8833,167.55,24.79,66,100,10.3,VU,1722111947
412,bryne,58.7354,5.6477,16.24,83,20,2.06,NO,1722111947
413,nabire,-3.3667,135.4833,24.15,91,70,1.44,ID,1722111948
414,st. paul,44.9444,-93.0933,33.62,56,0,8.23,US,1722111942
415,namanga,-2.5433,36.7905,20.18,57,6,1.34,KE,1722111950
416,mahanoro,-19.9,48.8,20.93,86,74,1.61,MG,1722111951
417,grants,35.1473,-107.8514,29.87,23,46,2.52,US,1722111951
418,lata,40.1629,-8.3327,18.35,71,0,1.71,PT,1722111951
419,prince rupert,54.3161,-130.3201,13.83,88,100,1.54,CA,1722111951
420,coahuayana de hidalgo,18.7,-103.6583,33.25,55,12,3.2,MX,1722111952
421,kavaratti,10.5669,72.642,28.6,84,100,8.19,IN,1722111952
422,guangshui,31.6199,113.9978,25.75,97,100,1.55,CN,1722111952
423,prosser,46.2068,-119.7689,29.12,31,100,2.01,US,1722111952
424,minas de matahambre,22.5887,-83.9447,33.22,49,99,3.45,CU,1722111953
425,papao,-17.75,-149.55,26.82,81,35,10.13,PF,1722111953
426,yanam,16.7333,82.2167,25.41,88,51,2.71,IN,1722111953
427,kuvandyk,51.4781,57.3552,13.12,81,98,1.8,RU,1722111953
428,old town,50.087,14.4202,22.2,91,100,7.2,CZ,1722111954
429,shenjiamen,29.9576,122.298,26.88,90,46,11.22,CN,1722111954
430,khorixas,-20.3667,14.9667,13.56,30,12,2.91,NA,1722111954
431,aleg,17.0481,-13.9209,35.75,37,100,5.56,MR,1722111954
432,guerrero negro,27.9769,-114.0611,25.4,56,30,6.57,MX,1722111709
433,westport,41.1415,-73.3579,30.17,48,0,4.63,US,1722111827
434,nieuw amsterdam,5.8833,-55.0833,34.09,66,20,3.09,SR,1722111955
435,nueva esperanza,15.2667,-87.6,32.79,74,97,1.35,HN,1722111955
436,cooper's town,26.8667,-77.5167,29.01,71,8,2.91,BS,1722111956
437,isiolo,0.3546,37.5822,23.42,58,94,4.83,KE,1722111800
438,bantay,17.5847,120.3892,26.85,85,100,2.81,PH,1722111956
439,bikenibeu village,1.3673,173.1241,28.98,79,20,4.12,KI,1722111957
440,pishva,35.308,51.7267,34.53,25,0,6.22,IR,1722111957
441,argo,37.6333,22.7333,28.21,56,0,0.99,GR,1722111957
442,tuy hoa,13.0833,109.3,28.06,69,100,5.8,VN,1722111958
443,christchurch,-43.5333,172.6333,7.75,78,74,0.6,NZ,1722111702
444,viedma,-40.8135,-62.9967,10.43,30,2,7.69,AR,1722111958
445,babor - ville,36.4899,5.5393,21.04,37,100,6.22,DZ,1722111958
446,laguna,38.421,-121.4238,26.84,48,0,5.66,US,1722111958
447,illapel,-31.6308,-71.1653,19.91,34,0,3.2,CL,1722111959
448,kayangel,8.0823,134.7173,28.54,75,100,7.36,PW,1722111959
449,mana,5.6592,-53.7767,27.17,87,68,3.36,GF,1722111959
450,miyakonojo,31.7333,131.0667,25.08,99,55,0.47,JP,1722111960
451,ghat,24.9647,10.1728,37.13,16,58,2.65,LY,1722111960
452,souillac,-20.5167,57.5167,19.64,81,23,3.94,MU,1722111961
453,kinana,14.0361,33.1712,25.43,73,100,5.14,SD,1722111961
454,warrenton,-28.114,24.8475,8.42,23,58,4.05,ZA,1722111962
455,sao jose da coroa grande,-8.8978,-35.1478,24.73,76,89,4.05,BR,1722111962
456,ulsteinvik,62.3432,5.8487,15.17,83,23,2.01,NO,1722111962
457,dzilam gonzalez,21.2833,-88.9333,34.63,47,95,2.29,MX,1722111962
458,sibut,5.718,19.0739,22.89,93,100,0.65,CF,1722111963
459,nookat,40.2671,72.6207,24.42,35,6,3.44,KG,1722111963
460,kyakhta,50.3508,106.4494,15.88,89,7,0.5,RU,1722111963
461,ploudalmezeau,48.5333,-4.65,16.27,84,0,2.06,FR,1722111964
462,lokot',52.565,34.5776,18.81,71,71,1.54,RU,1722111964
463,nantucket,41.2835,-70.0995,26.16,73,0,3.09,US,1722111803
464,tirano,46.2154,10.1679,25.24,89,45,0.68,IT,1722111964
465,port douglas,-16.4833,145.4667,20.67,77,96,2.13,AU,1722111965
466,hailey,43.5196,-114.3153,28.29,28,0,2.57,US,1722111965
467,beihai,21.4833,109.1,29.26,83,100,3.63,CN,1722111816
468,vernon,50.2581,-119.2691,27.39,33,100,1.54,CA,1722111763
469,meadow lakes,61.6247,-149.6011,17.2,67,40,0.89,US,1722111966
470,sinabang,2.4803,96.3801,27.16,80,93,3.13,ID,1722111966
471,turpan,42.9333,89.1667,36.45,19,44,1.53,CN,1722111966
472,plattsburgh,44.6995,-73.4529,29.09,48,0,2.57,US,1722111967
473,leeton,-34.5667,146.4,2.27,95,1,4.13,AU,1722111967
474,ivins,37.1686,-113.6794,39.52,9,0,3.58,US,1722111967
475,gonabad,34.3529,58.6837,31.71,20,0,3.98,IR,1722111967
476,salamanca,40.8333,-6.0,28.68,21,19,4.64,ES,1722111968
477,padang,-0.9492,100.3543,24.03,84,82,1.81,ID,1722111968
478,phan thiet,10.9333,108.1,24.84,93,100,3.56,VN,1722111968
479,la'ie,21.6477,-157.9253,26.98,71,100,5.36,US,1722111968
480,sysert',56.4953,60.8192,12.99,97,100,5.46,RU,1722111674
481,ishikawa,26.4233,127.8214,29.41,86,40,5.66,JP,1722111969
482,nanzhou,29.3596,112.4024,25.92,96,100,4.76,CN,1722111969
483,kerikeri,-35.2268,173.9474,8.55,84,32,1.11,NZ,1722111969
484,awjilah,29.1081,21.2869,31.59,26,0,6.33,LY,1722111969
485,tual,-5.6667,132.75,25.42,89,35,7.18,ID,1722111969
486,bengkulu,-3.8004,102.2655,24.62,92,80,2.4,ID,1722111686
487,metlili chaamba,32.2667,3.6333,37.52,13,40,4.63,DZ,1722111970
488,mugia,43.1041,-9.2179,21.76,86,100,11.27,ES,1722111728
489,mirny,62.5353,113.9611,17.49,75,100,1.58,RU,1722111970
490,koudougou,12.25,-2.3667,29.37,64,86,4.36,BF,1722111971
491,seaside,36.6111,-121.8516,21.21,76,75,4.63,US,1722111971
492,viljandi,58.3639,25.59,16.26,72,97,1.66,EE,1722111971
493,susuman,62.7833,148.1667,11.01,53,94,1.29,RU,1722111971
494,griffin,33.2468,-84.2641,29.11,76,40,3.09,US,1722111914
495,tottori,35.5,134.2333,26.21,84,100,1.81,JP,1722111972
496,totness,5.8833,-56.3167,28.72,72,51,2.25,SR,1722111972
497,kabompo,-13.5927,24.2008,15.68,21,0,1.81,ZM,1722111972
498,kiunga,-6.1219,141.2906,22.7,99,100,1.63,PG,1722111973
499,kuching,1.55,110.3333,27.24,96,20,1.54,MY,1722111701
500,quellon,-43.1167,-73.6167,6.87,63,6,4.85,CL,1722111973
501,siguiri,11.6667,-9.5,25.43,85,18,1.49,GN,1722111974
502,nova xavantina,-14.6667,-52.35,33.25,19,0,2.3,BR,1722111974
503,koryazhma,61.3143,47.1691,12.91,67,100,1.41,RU,1722111974
504,katsuura,35.1333,140.3,24.99,97,100,2.75,JP,1722111975
505,runaway bay,18.4596,-77.3357,30.19,70,44,6.96,JM,1722111975
506,okha,53.5739,142.9478,13.96,96,100,4.34,RU,1722111975
507,tanjung pandan,-2.75,107.65,24.23,91,3,2.99,ID,1722111976
508,coalinga,36.1397,-120.3602,30.14,16,0,1.55,US,1722111976
509,dahab,28.501,34.5134,32.05,46,0,0.38,EG,1722111976
510,swanley,51.3972,0.1732,19.64,50,0,3.09,GB,1722111977
511,mezhdurechensk,53.6942,88.0603,18.91,96,1,1.34,RU,1722111978
512,kikwit,-5.041,18.8162,26.84,19,5,0.97,CD,1722111978
513,walvis bay,-22.9575,14.5053,12.83,85,0,6.81,NA,1722111978
514,saint-joseph,-21.3667,55.6167,18.21,73,7,3.01,RE,1722111979
515,aljezur,37.3191,-8.8033,18.55,87,4,4.21,PT,1722111979
516,ulladulla,-35.35,150.4667,10.02,59,83,5.13,AU,1722111980
517,tobelo,1.7284,128.0095,26.36,82,68,0.59,ID,1722111980
518,qaisumah,28.3112,46.1273,35.98,11,0,1.54,SA,1722111980
519,jingdezhen,29.2947,117.2079,24.93,94,97,1.38,CN,1722111740
520,xai-xai,-25.0519,33.6442,20.85,72,9,6.12,MZ,1722111981
521,hindupur,13.8289,77.4933,24.11,68,100,8.19,IN,1722111981
522,pizarro,4.9533,-77.366,27.4,81,58,3.46,CO,1722111711
523,slave lake,55.2834,-114.769,18.99,63,0,5.66,CA,1722111983
524,polyarnyy,69.1989,33.4478,17.9,69,8,4.96,RU,1722111983
525,jalai nur,49.45,117.7,15.01,93,0,3.2,CN,1722111983
526,verkhnevilyuysk,63.4453,120.3167,12.16,68,24,1.22,RU,1722111984
527,novyy urengoy,66.0833,76.6333,15.27,64,56,5.5,RU,1722111984
528,shakhtinsk,49.71,72.5872,21.29,37,100,3.61,KZ,1722111984
529,molchanovo,57.5817,83.7692,19.51,87,11,1.79,RU,1722111985
530,plettenberg bay,-34.0527,23.3716,12.2,87,100,10.79,ZA,1722111986
531,klaksvik,62.2266,-6.589,11.51,86,100,6.55,FO,1722111987
532,lerwick,60.1545,-1.1494,13.0,88,9,5.43,GB,1722111989
533,mbaiki,3.8678,17.9892,21.28,94,55,1.03,CF,1722111989
534,cide,41.8921,33.0044,21.58,83,11,3.28,TR,1722111989
535,kibondo,-3.5864,30.7203,18.9,26,3,0.98,TZ,1722111989
536,lampazos de naranjo,27.0167,-100.5167,33.19,39,95,3.8,MX,1722111989
537,kertih,4.5141,103.4483,27.01,89,100,0.51,MY,1722111990
538,franklin,39.9667,-83.0166,31.47,35,20,4.12,US,1722111569
539,catia la mar,10.6038,-67.0303,34.16,62,68,4.63,VE,1722111990
540,khromtau,50.2503,58.4347,13.4,68,19,4.81,KZ,1722111990
541,wakkanai,45.4094,141.6739,19.01,95,100,1.97,JP,1722111990
542,masterton,-40.9597,175.6575,11.72,91,43,1.78,NZ,1722111991
543,ceeldheer,3.8488,47.1806,24.26,88,46,6.94,SO,1722111991
544,plastun,44.7561,136.2939,17.54,97,100,0.9,RU,1722111991
545,sinop,41.7711,34.8709,16.82,95,75,2.21,TR,1722111992
546,al hilaliyya,14.9398,33.234,27.16,66,100,6.12,SD,1722111992
547,suva,-18.1416,178.4415,20.71,73,75,3.6,FJ,1722111992
548,khark,29.2614,50.3306,34.8,64,1,7.69,IR,1722111992
549,kidal,18.4411,1.4078,37.34,31,100,4.91,ML,1722111993
550,jindabyne,-36.4167,148.6333,-0.24,88,92,2.24,AU,1722111993
551,el abiodh sidi cheikh,32.893,0.5484,31.3,21,100,6.08,DZ,1722111993
552,bangjun,39.9911,117.2628,24.65,96,4,0.79,CN,1722111993
